origin_id,origin_name,destination_id,destination_name,fecha,total_trips,source_file,total_trips_modif,od_valido,intrazonal,acceso_valido,sentido
1,25,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,1,True,
105,135,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
106,130,1,25,2025-09-04,10,od_viaductos_1018.csv,10,True,0,True,
112,144,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
113,142,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
119,115,1,25,2025-09-04,10,od_viaductos_1018.csv,10,True,0,True,
134,127,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
135,132,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
136,143,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
137,137,1,25,2025-09-04,17,od_viaductos_1018.csv,17,True,0,True,
141,139,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
143,138,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
144,128,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
145,141,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
15,24B,1,25,2025-09-04,12,od_viaductos_1018.csv,12,True,0,True,
151,129,1,25,2025-09-04,36,od_viaductos_1018.csv,36,True,0,True,
33,21A,1,25,2025-09-04,12,od_viaductos_1018.csv,12,True,0,True,
4,108,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
49,08,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
51,06B,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
52,07,1,25,2025-09-04,69,od_viaductos_1018.csv,69,True,0,True,
53,21B,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
54,70B,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
55,02F,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
59,49F,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
62,23,1,25,2025-09-04,19,od_viaductos_1018.csv,19,True,0,True,
65,24A,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
66,20,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
67,18,1,25,2025-09-04,72,od_viaductos_1018.csv,72,True,0,True,
73,13,1,25,2025-09-04,10,od_viaductos_1018.csv,10,True,0,True,
76,60,1,25,2025-09-04,12,od_viaductos_1018.csv,12,True,0,True,
78,52,1,25,2025-09-04,13,od_viaductos_1018.csv,13,True,0,True,
80,45,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
81,42,1,25,2025-09-04,45,od_viaductos_1018.csv,45,True,0,True,
82,43,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
83,34,1,25,2025-09-04,11,od_viaductos_1018.csv,11,True,0,True,
84,41,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
86,32,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
87,X29F,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
89,35,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
90,03,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
92,37F,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
94,06A,1,25,2025-09-04,48,od_viaductos_1018.csv,48,True,0,True,
96,69B,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
98,68B,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
99,65A,1,25,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
100,68A,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,1,True,
102,63B,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
105,135,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
106,130,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
108,126,100,68A,2025-09-04,15,od_viaductos_1018.csv,15,True,0,True,
109,136,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
115,145,100,68A,2025-09-04,10,od_viaductos_1018.csv,10,True,0,True,
116,146,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
135,132,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
136,143,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
137,137,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
138,140,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
141,139,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
142,131,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
143,138,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
144,128,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
147,54,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
15,24B,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
151,129,100,68A,2025-09-04,23,od_viaductos_1018.csv,23,True,0,True,
33,21A,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
39,122,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
44,150,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
49,08,100,68A,2025-09-04,11,od_viaductos_1018.csv,11,True,0,True,
50,09,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
51,06B,100,68A,2025-09-04,19,od_viaductos_1018.csv,19,True,0,True,
52,07,100,68A,2025-09-04,68,od_viaductos_1018.csv,68,True,0,True,
53,21B,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
54,70B,100,68A,2025-09-04,12,od_viaductos_1018.csv,12,True,0,True,
55,02F,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
56,69A,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
58,01,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
64,40,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
65,24A,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
66,20,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
67,18,100,68A,2025-09-04,92,od_viaductos_1018.csv,92,True,0,True,
68,16,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
73,13,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
74,38,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
76,60,100,68A,2025-09-04,10,od_viaductos_1018.csv,10,True,0,True,
78,52,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
79,44,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
80,45,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
81,42,100,68A,2025-09-04,22,od_viaductos_1018.csv,22,True,0,True,
82,43,100,68A,2025-09-04,15,od_viaductos_1018.csv,15,True,0,True,
83,34,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
84,41,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
85,30F,100,68A,2025-09-04,12,od_viaductos_1018.csv,12,True,0,True,
86,32,100,68A,2025-09-04,11,od_viaductos_1018.csv,11,True,0,True,
87,X29F,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
89,35,100,68A,2025-09-04,32,od_viaductos_1018.csv,32,True,0,True,
91,04,100,68A,2025-09-04,10,od_viaductos_1018.csv,10,True,0,True,
92,37F,100,68A,2025-09-04,13,od_viaductos_1018.csv,13,True,0,True,
93,Aeropuerto,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
94,06A,100,68A,2025-09-04,136,od_viaductos_1018.csv,136,True,0,True,
95,70A,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
96,69B,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
97,05,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
98,68B,100,68A,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
104,61,101,X63F,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
51,06B,101,X63F,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
52,07,101,X63F,2025-09-04,12,od_viaductos_1018.csv,12,True,0,True,
67,18,101,X63F,2025-09-04,17,od_viaductos_1018.csv,17,True,0,True,
73,13,101,X63F,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
81,42,101,X63F,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
83,34,101,X63F,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
86,32,101,X63F,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
89,35,101,X63F,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
92,37F,101,X63F,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
94,06A,101,X63F,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
98,68B,101,X63F,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
100,68A,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
102,63B,102,63B,2025-09-04,133,od_viaductos_1018.csv,133,True,1,True,
103,29F,102,63B,2025-09-04,12,od_viaductos_1018.csv,12,True,0,True,
104,61,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
105,135,102,63B,2025-09-04,20,od_viaductos_1018.csv,20,True,0,True,
106,130,102,63B,2025-09-04,112,od_viaductos_1018.csv,112,True,0,True,
107,134,102,63B,2025-09-04,14,od_viaductos_1018.csv,14,True,0,True,
108,126,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
109,136,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
112,144,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
113,142,102,63B,2025-09-04,32,od_viaductos_1018.csv,32,True,0,True,
114,14F,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
115,145,102,63B,2025-09-04,30,od_viaductos_1018.csv,30,True,0,True,
116,146,102,63B,2025-09-04,26,od_viaductos_1018.csv,26,True,0,True,
117,123,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
121,133,102,63B,2025-09-04,22,od_viaductos_1018.csv,22,True,0,True,
123,147,102,63B,2025-09-04,14,od_viaductos_1018.csv,14,True,0,True,
126,114,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
127,110,102,63B,2025-09-04,14,od_viaductos_1018.csv,14,True,0,True,
131,124,102,63B,2025-09-04,10,od_viaductos_1018.csv,10,True,0,True,
134,127,102,63B,2025-09-04,44,od_viaductos_1018.csv,44,True,0,True,
135,132,102,63B,2025-09-04,16,od_viaductos_1018.csv,16,True,0,True,
136,143,102,63B,2025-09-04,156,od_viaductos_1018.csv,156,True,0,True,
137,137,102,63B,2025-09-04,96,od_viaductos_1018.csv,96,True,0,True,
138,140,102,63B,2025-09-04,15,od_viaductos_1018.csv,15,True,0,True,
141,139,102,63B,2025-09-04,14,od_viaductos_1018.csv,14,True,0,True,
143,138,102,63B,2025-09-04,148,od_viaductos_1018.csv,148,True,0,True,
145,141,102,63B,2025-09-04,11,od_viaductos_1018.csv,11,True,0,True,
147,54,102,63B,2025-09-04,47,od_viaductos_1018.csv,47,True,0,True,
149,112,102,63B,2025-09-04,29,od_viaductos_1018.csv,29,True,0,True,
15,24B,102,63B,2025-09-04,22,od_viaductos_1018.csv,22,True,0,True,
151,129,102,63B,2025-09-04,224,od_viaductos_1018.csv,224,True,0,True,
154,53,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
2,100,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
3,30,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
33,21A,102,63B,2025-09-04,11,od_viaductos_1018.csv,11,True,0,True,
39,122,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
4,108,102,63B,2025-09-04,28,od_viaductos_1018.csv,28,True,0,True,
40,149,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
41,106,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
43,105,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
44,150,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
45,113,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
47,10,102,63B,2025-09-04,11,od_viaductos_1018.csv,11,True,0,True,
48,11F,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
49,08,102,63B,2025-09-04,65,od_viaductos_1018.csv,65,True,0,True,
50,09,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
51,06B,102,63B,2025-09-04,160,od_viaductos_1018.csv,160,True,0,True,
52,07,102,63B,2025-09-04,759,od_viaductos_1018.csv,759,True,0,True,
53,21B,102,63B,2025-09-04,21,od_viaductos_1018.csv,21,True,0,True,
54,70B,102,63B,2025-09-04,19,od_viaductos_1018.csv,19,True,0,True,
55,02F,102,63B,2025-09-04,106,od_viaductos_1018.csv,106,True,0,True,
56,69A,102,63B,2025-09-04,26,od_viaductos_1018.csv,26,True,0,True,
58,01,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
59,49F,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
60,59,102,63B,2025-09-04,10,od_viaductos_1018.csv,10,True,0,True,
64,40,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
65,24A,102,63B,2025-09-04,12,od_viaductos_1018.csv,12,True,0,True,
66,20,102,63B,2025-09-04,66,od_viaductos_1018.csv,66,True,0,True,
67,18,102,63B,2025-09-04,950,od_viaductos_1018.csv,950,True,0,True,
68,16,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
69,17,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
70,12F,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
71,39F,102,63B,2025-09-04,10,od_viaductos_1018.csv,10,True,0,True,
72,15,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
73,13,102,63B,2025-09-04,78,od_viaductos_1018.csv,78,True,0,True,
74,38,102,63B,2025-09-04,16,od_viaductos_1018.csv,16,True,0,True,
75,57,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
76,60,102,63B,2025-09-04,56,od_viaductos_1018.csv,56,True,0,True,
77,46F,102,63B,2025-09-04,11,od_viaductos_1018.csv,11,True,0,True,
78,52,102,63B,2025-09-04,137,od_viaductos_1018.csv,137,True,0,True,
79,44,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
80,45,102,63B,2025-09-04,75,od_viaductos_1018.csv,75,True,0,True,
81,42,102,63B,2025-09-04,300,od_viaductos_1018.csv,300,True,0,True,
82,43,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
83,34,102,63B,2025-09-04,51,od_viaductos_1018.csv,51,True,0,True,
84,41,102,63B,2025-09-04,60,od_viaductos_1018.csv,60,True,0,True,
85,30F,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
86,32,102,63B,2025-09-04,112,od_viaductos_1018.csv,112,True,0,True,
87,X29F,102,63B,2025-09-04,37,od_viaductos_1018.csv,37,True,0,True,
88,26,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
89,35,102,63B,2025-09-04,336,od_viaductos_1018.csv,336,True,0,True,
90,03,102,63B,2025-09-04,67,od_viaductos_1018.csv,67,True,0,True,
91,04,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
92,37F,102,63B,2025-09-04,118,od_viaductos_1018.csv,118,True,0,True,
93,Aeropuerto,102,63B,2025-09-04,215,od_viaductos_1018.csv,215,True,0,True,
94,06A,102,63B,2025-09-04,466,od_viaductos_1018.csv,466,True,0,True,
95,70A,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
96,69B,102,63B,2025-09-04,45,od_viaductos_1018.csv,45,True,0,True,
97,05,102,63B,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
98,68B,102,63B,2025-09-04,22,od_viaductos_1018.csv,22,True,0,True,
99,65A,102,63B,2025-09-04,19,od_viaductos_1018.csv,19,True,0,True,
4,108,103,29F,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
67,18,103,29F,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
76,60,103,29F,2025-09-04,13,od_viaductos_1018.csv,13,True,0,True,
102,63B,104,61,2025-09-04,13,od_viaductos_1018.csv,13,True,0,True,
104,61,104,61,2025-09-04,44,od_viaductos_1018.csv,44,True,1,True,
106,130,104,61,2025-09-04,13,od_viaductos_1018.csv,13,True,0,True,
112,144,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
114,14F,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
115,145,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
116,146,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
117,123,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
119,115,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
121,133,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
134,127,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
135,132,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
136,143,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
137,137,104,61,2025-09-04,15,od_viaductos_1018.csv,15,True,0,True,
141,139,104,61,2025-09-04,11,od_viaductos_1018.csv,11,True,0,True,
143,138,104,61,2025-09-04,22,od_viaductos_1018.csv,22,True,0,True,
147,54,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
149,112,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
151,129,104,61,2025-09-04,18,od_viaductos_1018.csv,18,True,0,True,
33,21A,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
39,122,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
40,149,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
49,08,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
51,06B,104,61,2025-09-04,28,od_viaductos_1018.csv,28,True,0,True,
52,07,104,61,2025-09-04,90,od_viaductos_1018.csv,90,True,0,True,
53,21B,104,61,2025-09-04,49,od_viaductos_1018.csv,49,True,0,True,
54,70B,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
55,02F,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
56,69A,104,61,2025-09-04,10,od_viaductos_1018.csv,10,True,0,True,
59,49F,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
61,X4F,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
66,20,104,61,2025-09-04,15,od_viaductos_1018.csv,15,True,0,True,
67,18,104,61,2025-09-04,123,od_viaductos_1018.csv,123,True,0,True,
71,39F,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
72,15,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
73,13,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
76,60,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
77,46F,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
78,52,104,61,2025-09-04,21,od_viaductos_1018.csv,21,True,0,True,
80,45,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
81,42,104,61,2025-09-04,31,od_viaductos_1018.csv,31,True,0,True,
82,43,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
83,34,104,61,2025-09-04,17,od_viaductos_1018.csv,17,True,0,True,
84,41,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
86,32,104,61,2025-09-04,18,od_viaductos_1018.csv,18,True,0,True,
87,X29F,104,61,2025-09-04,12,od_viaductos_1018.csv,12,True,0,True,
88,26,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
89,35,104,61,2025-09-04,61,od_viaductos_1018.csv,61,True,0,True,
90,03,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
92,37F,104,61,2025-09-04,27,od_viaductos_1018.csv,27,True,0,True,
93,Aeropuerto,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
94,06A,104,61,2025-09-04,91,od_viaductos_1018.csv,91,True,0,True,
95,70A,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
96,69B,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
98,68B,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
99,65A,104,61,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
100,68A,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
102,63B,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
105,135,105,135,2025-09-04,24,od_viaductos_1018.csv,24,True,1,True,
106,130,105,135,2025-09-04,277,od_viaductos_1018.csv,277,True,0,True,
107,134,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
109,136,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
110,48F,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
111,50,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
113,142,105,135,2025-09-04,70,od_viaductos_1018.csv,70,True,0,True,
115,145,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
116,146,105,135,2025-09-04,103,od_viaductos_1018.csv,103,True,0,True,
119,115,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
121,133,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
126,114,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
127,110,105,135,2025-09-04,48,od_viaductos_1018.csv,48,True,0,True,
131,124,105,135,2025-09-04,10,od_viaductos_1018.csv,10,True,0,True,
134,127,105,135,2025-09-04,59,od_viaductos_1018.csv,59,True,0,True,
135,132,105,135,2025-09-04,49,od_viaductos_1018.csv,49,True,0,True,
136,143,105,135,2025-09-04,71,od_viaductos_1018.csv,71,True,0,True,
137,137,105,135,2025-09-04,93,od_viaductos_1018.csv,93,True,0,True,
141,139,105,135,2025-09-04,80,od_viaductos_1018.csv,80,True,0,True,
143,138,105,135,2025-09-04,81,od_viaductos_1018.csv,81,True,0,True,
145,141,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
149,112,105,135,2025-09-04,31,od_viaductos_1018.csv,31,True,0,True,
15,24B,105,135,2025-09-04,10,od_viaductos_1018.csv,10,True,0,True,
151,129,105,135,2025-09-04,176,od_viaductos_1018.csv,176,True,0,True,
3,30,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
33,21A,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
39,122,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
4,108,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
44,150,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
48,11F,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
49,08,105,135,2025-09-04,36,od_viaductos_1018.csv,36,True,0,True,
50,09,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
51,06B,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
52,07,105,135,2025-09-04,266,od_viaductos_1018.csv,266,True,0,True,
53,21B,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
54,70B,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
55,02F,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
56,69A,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
59,49F,105,135,2025-09-04,13,od_viaductos_1018.csv,13,True,0,True,
64,40,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
66,20,105,135,2025-09-04,21,od_viaductos_1018.csv,21,True,0,True,
67,18,105,135,2025-09-04,379,od_viaductos_1018.csv,379,True,0,True,
70,12F,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
73,13,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
76,60,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
78,52,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
80,45,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
81,42,105,135,2025-09-04,103,od_viaductos_1018.csv,103,True,0,True,
82,43,105,135,2025-09-04,11,od_viaductos_1018.csv,11,True,0,True,
83,34,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
84,41,105,135,2025-09-04,28,od_viaductos_1018.csv,28,True,0,True,
86,32,105,135,2025-09-04,10,od_viaductos_1018.csv,10,True,0,True,
89,35,105,135,2025-09-04,20,od_viaductos_1018.csv,20,True,0,True,
90,03,105,135,2025-09-04,31,od_viaductos_1018.csv,31,True,0,True,
92,37F,105,135,2025-09-04,19,od_viaductos_1018.csv,19,True,0,True,
93,Aeropuerto,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
94,06A,105,135,2025-09-04,106,od_viaductos_1018.csv,106,True,0,True,
95,70A,105,135,2025-09-04,22,od_viaductos_1018.csv,22,True,0,True,
96,69B,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
98,68B,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
99,65A,105,135,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
101,X63F,106,130,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
102,63B,106,130,2025-09-04,14,od_viaductos_1018.csv,14,True,0,True,
105,135,106,130,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
106,130,106,130,2025-09-04,53,od_viaductos_1018.csv,53,True,1,True,
107,134,106,130,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
109,136,106,130,2025-09-04,22,od_viaductos_1018.csv,22,True,0,True,
113,142,106,130,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
115,145,106,130,2025-09-04,24,od_viaductos_1018.csv,24,True,0,True,
134,127,106,130,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
135,132,106,130,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
136,143,106,130,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
137,137,106,130,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
143,138,106,130,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
15,24B,106,130,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
151,129,106,130,2025-09-04,13,od_viaductos_1018.csv,13,True,0,True,
3,30,106,130,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
33,21A,106,130,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
39,122,106,130,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
40,149,106,130,2025-09-04,1,od_viaductos_1018.csv,1,True,0,True,
